age,employment_type,annual_income,credit_history_years,dependents,education_level,region,total_credit_limit,used_credit,credit_utilization,loan_count,avg_monthly_spend,total_monthly_debt,debt_to_income,savings_rate,missed_payments_12m,job_loss_flag,medical_expense_flag,income_drop_pct,risk_score,risk_class,default_12m
41,salaried,32041,13,1,graduate,metro,10780,6400,0.594,3,1681,1270,0.476,0.37,0,0,0,0.04,0.05,low,0
48,salaried,81004,17,0,graduate,metro,33261,15516,0.466,2,3668,1206,0.179,0.457,0,0,0,0.07,0.05,low,1
25,salaried,93075,6,2,post_graduate,metro,44933,34073,0.758,5,4475,4881,0.629,0.423,1,0,0,0.08,0.65,high,1
41,salaried,47760,17,1,high_school,metro,31605,9261,0.293,6,1649,2376,0.597,0.586,1,0,0,0.06,0.05,low,0
45,self_employed,47333,16,1,high_school,metro,50228,7439,0.148,3,3513,1937,0.491,0.109,0,0,0,0.0,0.05,low,0
18,salaried,68387,1,1,post_graduate,urban,41828,18730,0.448,3,4059,2137,0.375,0.288,0,0,0,0.06,0.05,low,0
23,salaried,48128,5,0,graduate,metro,42793,8082,0.189,3,2608,2646,0.66,0.35,1,0,0,0.07,0.4,medium,1
18,unemployed,57926,1,0,high_school,urban,54356,9688,0.178,2,2856,2888,0.598,0.408,0,0,1,0.02,0.05,low,0
32,self_employed,171075,6,2,high_school,metro,141575,98027,0.692,3,9547,5696,0.4,0.33,0,0,0,0.05,0.05,low,0
42,salaried,52917,3,0,post_graduate,rural,32888,22653,0.689,2,2601,2298,0.521,0.41,1,0,0,0.1,0.05,low,0
50,salaried,50052,14,3,post_graduate,rural,41010,15036,0.367,0,2418,1835,0.44,0.42,0,0,1,0.03,0.05,low,0
35,salaried,43313,14,2,graduate,urban,26335,9805,0.372,2,2281,1634,0.453,0.368,1,0,1,0.02,0.05,low,0
51,salaried,86863,8,4,graduate,metro,32615,12135,0.372,2,3894,2161,0.299,0.462,0,0,1,0.02,0.05,low,0
21,salaried,54687,1,1,graduate,metro,65270,36118,0.553,2,2233,1719,0.377,0.51,0,0,0,0.06,0.05,low,0
18,salaried,43274,1,3,post_graduate,urban,17935,5280,0.294,2,2446,529,0.147,0.322,1,0,1,0.09,0.05,low,0
34,self_employed,115919,15,0,post_graduate,urban,42323,1004,0.024,1,7934,3037,0.314,0.179,2,0,0,0.06,0.35,medium,0
38,salaried,121759,13,2,high_school,urban,132799,20216,0.152,2,4833,5250,0.517,0.524,0,0,0,0.03,0.05,low,0
34,salaried,44346,1,1,post_graduate,rural,25350,5963,0.235,5,1538,2483,0.672,0.584,0,0,0,0.06,0.4,medium,1
18,salaried,23546,1,1,high_school,rural,20844,6322,0.303,1,1027,1330,0.678,0.477,3,0,1,0.06,0.7,high,0
34,salaried,99087,15,0,high_school,metro,59066,32451,0.549,0,7347,3578,0.433,0.11,0,0,0,0.06,0.05,low,0
21,self_employed,42518,1,1,graduate,urban,27734,18613,0.671,2,2885,1643,0.464,0.186,1,0,0,0.02,0.05,low,0
41,self_employed,88904,3,0,graduate,metro,47643,11256,0.236,0,5170,1566,0.211,0.302,1,0,0,0.06,0.05,low,0
38,self_employed,22358,6,0,post_graduate,metro,13610,5194,0.382,3,1610,963,0.517,0.136,0,0,0,0.04,0.05,low,0
25,salaried,93554,5,2,high_school,urban,62646,37049,0.591,2,4854,1110,0.142,0.377,0,0,1,0.0,0.05,low,0
29,salaried,32676,6,0,graduate,metro,30989,7578,0.245,3,2427,737,0.271,0.109,0,0,0,0.05,0.05,low,0
24,salaried,86282,2,0,post_graduate,rural,65607,42749,0.652,4,3941,3602,0.501,0.452,0,0,0,0.1,0.05,low,0
34,salaried,60302,1,3,post_graduate,metro,69299,9743,0.141,1,2613,1438,0.286,0.48,1,1,0,0.54,0.3,medium,0
44,salaried,37161,23,2,high_school,urban,12548,4607,0.367,1,2226,402,0.13,0.281,0,0,0,0.1,0.05,low,0
25,self_employed,48848,1,1,graduate,urban,36770,13256,0.361,1,2397,2438,0.599,0.411,1,0,0,0.01,0.05,low,0
40,salaried,84386,2,4,graduate,urban,69686,36545,0.524,2,5015,2012,0.286,0.287,0,0,0,0.07,0.05,low,0
29,salaried,63129,10,1,high_school,metro,71220,12043,0.169,1,2906,725,0.138,0.448,2,0,0,0.01,0.35,medium,0
27,salaried,80194,5,1,post_graduate,rural,27606,17237,0.624,3,4737,968,0.145,0.291,0,0,0,0.03,0.05,low,0
33,salaried,160848,10,2,post_graduate,urban,131276,65158,0.496,4,7209,3365,0.251,0.462,1,1,0,0.27,0.3,medium,0
24,salaried,27388,4,2,high_school,urban,29257,13373,0.457,2,971,472,0.207,0.575,3,0,0,0.06,0.35,medium,1
29,unemployed,134404,6,1,high_school,metro,69585,22151,0.318,3,9588,6323,0.565,0.144,0,0,0,0.08,0.05,low,0
23,self_employed,63081,3,1,high_school,urban,68673,30464,0.444,1,4424,1540,0.293,0.158,1,0,1,0.06,0.05,low,0
54,unemployed,38200,18,3,post_graduate,rural,12114,6802,0.561,1,2818,1855,0.583,0.115,0,0,0,0.06,0.05,low,0
35,salaried,30786,4,3,high_school,urban,29530,16642,0.564,4,1945,524,0.204,0.242,1,0,0,0.09,0.05,low,0
28,salaried,54471,1,1,graduate,rural,62086,19422,0.313,3,3365,1796,0.396,0.259,0,0,0,0.05,0.05,low,0
37,salaried,94923,14,1,graduate,urban,84621,17910,0.212,1,5375,4056,0.513,0.321,1,0,0,0.02,0.05,low,0
33,salaried,56174,14,1,graduate,metro,39048,9473,0.243,3,2167,2299,0.491,0.537,0,0,1,0.02,0.05,low,0
32,self_employed,127462,13,2,high_school,metro,43387,24743,0.57,2,5253,4893,0.461,0.505,0,0,0,0.04,0.05,low,0
41,salaried,28981,7,0,high_school,metro,32693,11087,0.339,2,1315,1581,0.655,0.456,1,0,0,0.07,0.4,medium,0
42,salaried,59513,12,0,post_graduate,urban,43043,7317,0.17,4,4191,1175,0.237,0.155,0,0,0,0.0,0.05,low,0
29,salaried,32009,7,1,post_graduate,urban,10438,5476,0.525,2,1297,1056,0.396,0.514,1,1,0,0.59,0.3,medium,0
29,salaried,71812,3,1,post_graduate,metro,66127,33922,0.513,2,5155,3772,0.63,0.139,0,0,0,0.01,0.4,medium,0
32,self_employed,93287,11,0,high_school,urban,68440,21367,0.312,4,5141,1140,0.147,0.339,1,0,0,0.06,0.05,low,0
18,salaried,48514,1,2,graduate,urban,19983,2725,0.136,4,3063,539,0.133,0.242,1,1,0,0.38,0.3,medium,0
19,salaried,16283,1,2,graduate,urban,8024,6982,0.87,2,617,325,0.24,0.545,0,0,1,0.02,0.3,medium,1
48,salaried,66136,15,1,high_school,metro,23679,8866,0.374,1,2945,2644,0.48,0.466,1,0,0,0.06,0.05,low,0
51,salaried,74486,17,1,post_graduate,metro,60844,29544,0.486,1,5457,1588,0.256,0.121,0,0,1,0.08,0.05,low,0
32,self_employed,73287,3,2,graduate,metro,63014,21846,0.347,2,3255,1307,0.214,0.467,0,0,0,0.03,0.05,low,0
40,self_employed,111067,19,2,high_school,metro,83874,18746,0.224,2,5074,3473,0.375,0.452,1,0,0,0.06,0.05,low,0
38,unemployed,35047,20,3,post_graduate,metro,36287,17155,0.473,2,1456,1367,0.468,0.501,0,0,0,0.01,0.05,low,0
65,self_employed,84129,36,3,post_graduate,metro,90430,15128,0.167,2,3256,1746,0.249,0.536,0,1,0,0.34,0.3,medium,1
46,salaried,108689,3,2,high_school,urban,92827,45239,0.487,2,4679,2539,0.28,0.483,0,0,0,0.03,0.05,low,0
33,self_employed,24605,10,0,graduate,metro,7663,5816,0.759,2,1478,959,0.468,0.279,0,0,0,0.1,0.3,medium,0
25,salaried,70250,4,2,graduate,rural,65030,22997,0.354,2,3674,3907,0.667,0.372,0,0,0,0.1,0.4,medium,1
18,salaried,46532,1,1,graduate,metro,31464,8181,0.26,2,2624,1957,0.505,0.323,0,0,0,0.08,0.05,low,0
37,self_employed,57482,8,1,high_school,metro,46503,8741,0.188,6,2209,2729,0.57,0.539,0,0,0,0.0,0.05,low,0
27,salaried,71242,8,2,graduate,metro,62990,18785,0.298,2,4755,1900,0.32,0.199,2,0,0,0.05,0.35,medium,1
20,unemployed,46928,1,2,post_graduate,metro,28870,9705,0.336,1,3097,1029,0.263,0.208,0,0,1,0.01,0.05,low,0
28,salaried,42708,1,2,graduate,rural,48063,32806,0.683,3,1462,1325,0.372,0.589,1,0,0,0.09,0.05,low,0
24,salaried,60905,3,0,high_school,metro,25615,12002,0.469,1,3003,2965,0.584,0.408,1,0,0,0.08,0.05,low,0
51,self_employed,34765,1,0,graduate,rural,31440,17415,0.554,5,1258,1082,0.373,0.566,0,0,0,0.1,0.05,low,1
43,self_employed,34790,3,0,graduate,rural,10573,2778,0.263,2,2307,1762,0.608,0.204,0,0,0,0.06,0.4,medium,0
34,salaried,84093,16,2,post_graduate,urban,95208,37897,0.398,1,5386,4858,0.693,0.231,0,1,0,0.51,0.65,high,1
49,salaried,33711,4,0,graduate,urban,13526,6478,0.479,2,2390,402,0.143,0.149,3,0,0,0.05,0.35,medium,0
35,salaried,83546,13,2,high_school,urban,32198,1855,0.058,1,3607,885,0.127,0.482,0,0,0,0.04,0.05,low,0
26,salaried,75455,6,2,high_school,metro,45250,3260,0.072,0,3949,1193,0.19,0.372,0,0,0,0.05,0.05,low,0
50,salaried,25263,26,2,post_graduate,urban,16072,1172,0.073,5,1036,696,0.331,0.508,2,1,0,0.53,0.6,high,0
40,self_employed,42668,14,1,high_school,metro,21029,6775,0.322,3,2082,635,0.179,0.414,0,0,0,0.09,0.05,low,0
24,salaried,108776,5,0,post_graduate,metro,89915,52539,0.584,1,5992,5641,0.622,0.339,0,0,0,0.06,0.4,medium,1
33,self_employed,36659,15,1,high_school,urban,25610,5336,0.208,4,1303,347,0.114,0.573,1,0,0,0.09,0.05,low,0
26,salaried,47467,7,0,graduate,urban,15700,2507,0.16,0,2996,1145,0.289,0.243,0,0,0,0.09,0.05,low,0
21,salaried,75435,2,0,graduate,rural,44332,12209,0.275,2,4222,1325,0.211,0.328,0,0,0,0.05,0.05,low,0
44,self_employed,88583,4,0,post_graduate,metro,91186,31312,0.343,0,6012,4864,0.659,0.186,1,0,1,0.03,0.4,medium,1
54,salaried,52798,16,1,post_graduate,rural,48612,11705,0.241,4,2357,2207,0.502,0.464,0,0,0,0.06,0.05,low,0
21,salaried,44411,2,1,high_school,metro,42296,7173,0.17,4,3151,2395,0.647,0.149,0,0,0,0.04,0.4,medium,1
40,salaried,121927,4,1,graduate,metro,113185,17399,0.154,2,9137,6943,0.683,0.101,0,0,0,0.01,0.4,medium,0
28,unemployed,142835,10,1,high_school,metro,82826,69718,0.842,2,10232,4740,0.398,0.14,0,0,0,0.04,0.3,medium,0
30,self_employed,97677,12,2,graduate,urban,38064,4326,0.114,3,6421,1958,0.241,0.211,0,0,0,0.1,0.05,low,0
29,salaried,62483,2,1,graduate,metro,34067,17044,0.5,1,4197,1125,0.216,0.194,2,0,0,0.0,0.35,medium,1
26,salaried,39969,7,3,post_graduate,urban,41911,32977,0.787,4,2287,778,0.234,0.313,1,0,0,0.07,0.3,medium,1
35,salaried,39528,3,3,post_graduate,rural,46738,28871,0.618,0,1630,1729,0.525,0.505,0,0,1,0.08,0.05,low,0
26,self_employed,77750,6,1,graduate,urban,57881,9066,0.157,2,4784,805,0.124,0.262,0,1,0,0.38,0.3,medium,0
37,self_employed,73806,8,1,graduate,urban,22786,16415,0.72,0,4652,804,0.131,0.244,0,0,0,0.06,0.05,low,0
34,salaried,120668,8,1,post_graduate,rural,51409,6452,0.126,0,8976,4674,0.465,0.107,0,0,0,0.07,0.05,low,1
32,salaried,82886,11,0,post_graduate,urban,48892,12650,0.259,6,4632,3351,0.485,0.329,0,0,0,0.04,0.05,low,0
25,salaried,28239,7,2,high_school,urban,23176,7909,0.341,2,1260,1174,0.499,0.465,1,0,0,0.01,0.05,low,0
29,self_employed,101313,9,1,graduate,metro,37241,6211,0.167,1,6263,2728,0.323,0.258,1,0,0,0.1,0.05,low,0
42,self_employed,36350,7,0,graduate,rural,41766,16900,0.405,2,2695,1767,0.583,0.11,0,0,0,0.04,0.05,low,0
40,salaried,49415,13,1,high_school,urban,31061,6963,0.224,4,2012,1730,0.42,0.511,0,0,0,0.07,0.05,low,0
25,salaried,67853,2,0,high_school,metro,76085,61463,0.808,1,3183,923,0.163,0.437,0,0,0,0.05,0.3,medium,0
35,salaried,162402,8,1,high_school,metro,162803,55640,0.342,5,9080,7825,0.578,0.329,2,0,0,0.01,0.35,medium,1
42,unemployed,283497,7,1,graduate,rural,277796,163826,0.59,1,11460,15872,0.672,0.515,2,0,0,0.1,0.7,high,0
18,salaried,81093,1,2,high_school,metro,68608,53461,0.779,0,2778,919,0.136,0.589,0,0,0,0.08,0.3,medium,0
40,self_employed,54633,12,1,high_school,rural,47208,22337,0.473,1,2588,1524,0.335,0.432,1,0,0,0.01,0.05,low,0
28,salaried,78217,3,2,high_school,metro,68377,54727,0.8,1,5427,2558,0.392,0.167,1,0,0,0.1,0.3,medium,0
40,salaried,93323,7,0,post_graduate,urban,80803,46811,0.579,0,3279,1461,0.188,0.578,0,0,0,0.07,0.05,low,0
27,salaried,51004,9,2,post_graduate,metro,40719,20193,0.496,4,2611,2637,0.62,0.386,0,0,0,0.05,0.4,medium,0
18,salaried,146914,1,0,graduate,urban,174500,62634,0.359,1,9562,3311,0.27,0.219,0,0,0,0.06,0.05,low,0
18,salaried,67173,1,2,graduate,rural,64423,7120,0.111,2,4906,3189,0.57,0.124,1,0,0,0.01,0.05,low,0
35,self_employed,76793,16,1,post_graduate,urban,76735,26307,0.343,4,5713,3216,0.503,0.107,0,0,0,0.06,0.05,low,0
37,salaried,83530,3,1,high_school,urban,90648,17321,0.191,2,4252,3193,0.459,0.389,1,0,0,0.01,0.05,low,0
25,salaried,73924,6,1,high_school,metro,36524,23445,0.642,4,5391,1326,0.215,0.125,0,0,0,0.05,0.05,low,0
41,salaried,91077,10,3,high_school,metro,34192,7063,0.207,2,3170,1764,0.232,0.582,1,0,0,0.06,0.05,low,0
18,unemployed,43974,1,0,high_school,metro,32303,13390,0.415,4,2832,470,0.128,0.227,0,0,0,0.09,0.05,low,0
34,self_employed,45290,6,2,graduate,urban,34541,18809,0.545,4,2722,922,0.244,0.279,0,0,0,0.07,0.05,low,0
22,salaried,34541,2,2,post_graduate,metro,36138,6729,0.186,3,1510,884,0.307,0.475,2,0,0,0.02,0.35,medium,0
28,unemployed,74589,2,1,graduate,metro,52167,20638,0.396,3,4062,3728,0.6,0.346,0,0,0,0.09,0.05,low,0
35,salaried,88385,5,1,graduate,urban,71924,19680,0.274,1,3423,2355,0.32,0.535,0,0,1,0.06,0.05,low,0
26,salaried,75273,5,2,post_graduate,urban,58288,26968,0.463,1,5242,3467,0.553,0.164,1,0,0,0.06,0.05,low,0
31,self_employed,138309,13,2,high_school,urban,46248,6929,0.15,3,6672,4191,0.364,0.421,1,1,0,0.39,0.3,medium,1
45,self_employed,59706,7,1,high_school,metro,50970,41827,0.821,2,3547,2840,0.571,0.287,1,0,0,0.09,0.3,medium,0
29,self_employed,83647,2,0,graduate,metro,87431,41008,0.469,3,3341,4780,0.686,0.521,1,0,1,0.09,0.4,medium,0
43,salaried,34688,11,1,graduate,rural,15323,12335,0.805,1,1454,705,0.244,0.497,1,0,0,0.08,0.3,medium,1
23,salaried,49338,5,0,high_school,metro,41192,24203,0.588,2,3683,2538,0.617,0.104,0,0,0,0.09,0.4,medium,1
40,unemployed,84776,5,2,graduate,rural,70724,19608,0.277,2,5486,3342,0.473,0.223,0,0,0,0.03,0.05,low,0
49,salaried,91541,30,3,graduate,rural,40988,23875,0.582,2,6720,4503,0.59,0.119,2,0,0,0.09,0.35,medium,1
18,salaried,51689,1,2,graduate,urban,21250,14296,0.673,1,2360,2114,0.491,0.452,1,0,0,0.05,0.05,low,0
27,salaried,57768,6,1,graduate,metro,68284,41170,0.603,2,2321,1705,0.354,0.518,2,1,0,0.57,0.6,high,0
40,salaried,28030,14,0,graduate,rural,18341,7639,0.416,2,1521,553,0.237,0.349,0,0,0,0.07,0.05,low,0
32,salaried,50085,12,1,high_school,urban,25276,5535,0.219,1,2701,592,0.142,0.353,2,0,0,0.07,0.35,medium,1
38,unemployed,93450,4,1,graduate,urban,42444,25240,0.595,2,3796,3280,0.421,0.513,0,0,0,0.03,0.05,low,0
28,salaried,79825,7,2,high_school,metro,71909,39648,0.551,4,5099,4617,0.694,0.233,1,0,0,0.0,0.4,medium,0
35,salaried,76905,6,3,post_graduate,metro,65253,20249,0.31,3,3722,3478,0.543,0.419,0,0,0,0.02,0.05,low,0
33,salaried,61382,10,1,graduate,metro,53966,9104,0.169,0,2522,1516,0.296,0.507,0,0,0,0.04,0.05,low,0
46,self_employed,60085,18,1,graduate,urban,22784,11743,0.515,4,2833,2985,0.596,0.434,0,0,0,0.02,0.05,low,0
37,salaried,43038,15,1,post_graduate,urban,47521,10007,0.211,2,2445,2013,0.561,0.318,1,0,1,0.02,0.05,low,0
38,salaried,84915,8,0,graduate,metro,55223,16606,0.301,2,5400,1903,0.269,0.237,0,0,0,0.04,0.05,low,0
30,self_employed,73901,10,1,graduate,urban,43012,24557,0.571,2,3947,668,0.108,0.359,1,0,0,0.1,0.05,low,0
30,self_employed,76573,9,1,post_graduate,metro,54835,10225,0.186,3,4229,1090,0.171,0.337,0,0,1,0.08,0.05,low,0
30,self_employed,46026,5,1,post_graduate,urban,29965,3525,0.118,0,1800,2402,0.626,0.531,0,0,1,0.03,0.4,medium,1
38,unemployed,20400,10,2,graduate,rural,21975,1988,0.09,1,1457,1023,0.602,0.143,2,0,0,0.1,0.7,high,1
30,salaried,103629,4,1,high_school,metro,117757,62169,0.528,1,7464,2393,0.277,0.136,1,0,0,0.06,0.05,low,0
37,self_employed,47126,6,1,graduate,metro,27008,14353,0.531,1,2912,1064,0.271,0.258,1,0,0,0.05,0.05,low,0
55,salaried,38894,3,2,post_graduate,metro,41909,14011,0.334,2,1325,1866,0.576,0.591,0,0,0,0.05,0.05,low,1
43,self_employed,84688,10,0,high_school,urban,84973,52182,0.614,1,4718,4676,0.663,0.331,0,0,1,0.04,0.4,medium,0
31,self_employed,49216,11,1,high_school,urban,55994,18074,0.323,1,2930,2327,0.567,0.286,0,0,0,0.02,0.05,low,0
47,self_employed,101718,11,2,post_graduate,rural,53012,18128,0.342,1,7606,3927,0.463,0.103,0,0,0,0.04,0.05,low,0
30,self_employed,81511,1,1,high_school,metro,66778,20509,0.307,3,6099,1668,0.246,0.102,2,1,0,0.56,0.6,high,1
18,salaried,84270,1,2,post_graduate,rural,46103,3804,0.083,0,5820,2917,0.415,0.171,0,1,0,0.27,0.3,medium,0
24,salaried,30243,4,0,graduate,metro,31503,8500,0.27,1,1088,605,0.24,0.568,0,0,0,0.08,0.05,low,0
18,unemployed,109751,1,1,graduate,urban,33451,3641,0.109,1,8017,5348,0.585,0.123,0,0,0,0.04,0.05,low,0
31,unemployed,68229,4,0,high_school,metro,55152,13668,0.248,3,4016,1888,0.332,0.294,1,0,0,0.07,0.05,low,0
35,salaried,49779,17,1,post_graduate,rural,30130,16792,0.557,4,3320,2489,0.6,0.2,1,0,1,0.06,0.4,medium,1
51,salaried,64324,19,1,graduate,urban,37977,2545,0.067,1,3235,1763,0.329,0.396,0,0,0,0.1,0.05,low,1
38,salaried,24633,5,0,graduate,urban,21687,5716,0.264,2,1149,1220,0.594,0.44,0,0,0,0.04,0.05,low,0
32,self_employed,73447,6,0,graduate,rural,78319,20203,0.258,4,3865,1836,0.3,0.369,0,0,0,0.09,0.05,low,0
43,self_employed,35786,24,0,graduate,metro,30356,14796,0.487,2,1411,1085,0.364,0.527,0,0,0,0.08,0.05,low,0
18,salaried,30444,1,1,post_graduate,metro,32509,6420,0.197,0,1467,1190,0.469,0.422,1,0,0,0.06,0.05,low,0
37,salaried,27968,6,0,graduate,rural,15050,8080,0.537,0,1931,331,0.142,0.171,0,0,0,0.07,0.05,low,0
42,self_employed,104437,3,1,graduate,metro,80160,17584,0.219,2,3646,5821,0.669,0.581,1,0,0,0.01,0.4,medium,1
20,self_employed,43711,2,3,post_graduate,metro,30837,18187,0.59,4,1731,1617,0.444,0.525,1,0,0,0.1,0.05,low,0
46,salaried,128909,1,0,graduate,urban,40023,20488,0.512,0,4968,4347,0.405,0.538,0,1,0,0.46,0.3,medium,0
38,salaried,45802,20,1,high_school,urban,36693,14982,0.408,0,2295,2303,0.603,0.399,2,0,0,0.06,0.7,high,1
30,salaried,25497,6,3,high_school,metro,22829,6550,0.287,0,1909,1316,0.619,0.102,0,0,0,0.03,0.4,medium,0
41,salaried,34260,16,1,post_graduate,metro,28529,3946,0.138,2,1389,1180,0.413,0.513,1,1,0,0.38,0.3,medium,0
57,salaried,111068,11,1,graduate,metro,106919,38527,0.36,1,4375,6075,0.656,0.527,0,0,0,0.06,0.4,medium,0
36,self_employed,55384,13,1,graduate,urban,45093,27075,0.6,3,3957,640,0.139,0.143,1,0,0,0.09,0.05,low,0
37,self_employed,45517,10,1,graduate,rural,16389,3004,0.183,1,3190,636,0.168,0.159,2,0,0,0.05,0.35,medium,0
30,salaried,64861,3,2,high_school,rural,26255,16049,0.611,3,2249,2475,0.458,0.584,1,0,0,0.1,0.05,low,0
26,self_employed,76948,1,1,graduate,urban,64392,40662,0.631,2,4975,2003,0.312,0.224,0,0,0,0.06,0.05,low,0
43,salaried,104683,12,2,high_school,metro,57311,12056,0.21,1,6348,3302,0.379,0.272,0,1,0,0.42,0.3,medium,0
26,salaried,123531,7,1,graduate,rural,45914,18703,0.407,2,8069,3055,0.297,0.216,2,0,0,0.02,0.35,medium,0
35,salaried,50016,14,3,graduate,urban,34343,26131,0.761,2,2697,1428,0.343,0.353,0,0,1,0.07,0.3,medium,0
30,salaried,30852,1,2,graduate,metro,24647,6281,0.255,1,2302,1526,0.594,0.105,1,0,0,0.01,0.05,low,0
39,self_employed,48691,18,1,graduate,rural,29013,15776,0.544,3,1711,1850,0.456,0.578,0,0,0,0.05,0.05,low,0
38,unemployed,68195,17,2,post_graduate,urban,64675,11941,0.185,1,2939,3968,0.698,0.483,2,0,1,0.01,0.7,high,1
45,salaried,36979,27,2,post_graduate,urban,32519,11966,0.368,1,1843,1763,0.572,0.402,1,0,1,0.04,0.05,low,0
29,salaried,37101,9,0,high_school,urban,22243,5236,0.235,1,1932,816,0.264,0.375,1,0,0,0.07,0.05,low,1
32,self_employed,71103,9,1,high_school,metro,69637,26944,0.387,0,5099,1532,0.259,0.139,1,0,0,0.05,0.05,low,0
25,salaried,58435,7,0,graduate,metro,51646,30684,0.594,2,3311,1468,0.301,0.32,0,0,1,0.02,0.05,low,0
30,salaried,60864,10,1,post_graduate,urban,53176,19974,0.376,2,2143,3073,0.606,0.577,0,0,0,0.03,0.4,medium,0
38,self_employed,40976,19,0,post_graduate,metro,32702,12006,0.367,1,2062,397,0.116,0.396,0,0,0,0.04,0.05,low,0
42,salaried,53359,15,1,post_graduate,urban,16554,3262,0.197,2,2704,1058,0.238,0.392,2,0,0,0.01,0.35,medium,0
25,salaried,37717,5,3,graduate,urban,34958,25320,0.724,0,2774,2020,0.643,0.117,1,0,0,0.06,0.4,medium,0
43,salaried,93442,15,3,graduate,urban,59656,46743,0.784,3,5447,3768,0.484,0.3,2,0,1,0.06,0.6,high,1
48,self_employed,100471,20,3,graduate,urban,115375,54700,0.474,2,6010,1976,0.236,0.282,0,0,0,0.01,0.05,low,0
39,salaried,23787,2,1,high_school,urban,24647,20361,0.826,1,1499,458,0.231,0.244,1,0,0,0.04,0.3,medium,0
53,salaried,37618,25,0,high_school,rural,31182,17269,0.554,3,2460,1935,0.617,0.215,0,0,0,0.04,0.4,medium,0
27,self_employed,28331,9,1,post_graduate,urban,14929,695,0.047,1,1694,1502,0.636,0.282,2,0,0,0.03,0.7,high,0
22,salaried,43260,2,1,high_school,metro,20909,3055,0.146,2,1869,914,0.254,0.482,1,0,0,0.06,0.05,low,0
18,self_employed,57427,1,1,high_school,metro,34820,9343,0.268,2,4005,1685,0.352,0.163,1,0,0,0.03,0.05,low,0
49,salaried,29003,26,2,high_school,metro,21140,10784,0.51,0,1851,1451,0.6,0.234,1,0,0,0.04,0.4,medium,0
41,unemployed,37762,23,0,post_graduate,metro,21390,2001,0.094,6,2426,1770,0.562,0.229,0,1,0,0.55,0.3,medium,0
34,salaried,36243,15,0,graduate,metro,27669,12090,0.437,2,2713,1776,0.588,0.102,2,0,0,0.02,0.35,medium,0
37,salaried,66412,9,2,graduate,metro,29807,18498,0.621,0,4434,2274,0.411,0.199,0,0,0,0.06,0.05,low,0
23,salaried,61986,1,0,post_graduate,urban,73139,22146,0.303,3,4207,3341,0.647,0.186,0,0,0,0.05,0.4,medium,1
59,salaried,41736,14,3,graduate,rural,16574,7010,0.423,1,3045,1027,0.295,0.124,1,0,0,0.03,0.05,low,0
36,self_employed,65408,3,0,graduate,metro,74483,35627,0.478,1,2592,1057,0.194,0.524,2,0,0,0.07,0.35,medium,0
36,unemployed,45554,16,0,high_school,urban,51121,24356,0.476,2,2463,1993,0.525,0.351,0,0,0,0.06,0.05,low,0
42,salaried,52269,2,0,high_school,urban,40394,11931,0.295,2,3006,1845,0.424,0.31,2,0,0,0.05,0.35,medium,0
39,salaried,138237,10,0,post_graduate,metro,131659,76254,0.579,1,6504,7058,0.613,0.435,0,0,0,0.07,0.4,medium,0
37,self_employed,117035,3,0,post_graduate,rural,81040,23662,0.292,3,7994,1450,0.149,0.18,0,0,0,0.08,0.05,low,0
27,self_employed,31263,5,0,graduate,urban,27105,11433,0.422,0,2035,1579,0.606,0.219,0,0,0,0.1,0.4,medium,0
39,salaried,90659,21,2,graduate,metro,54986,20023,0.364,4,5745,2084,0.276,0.24,3,0,0,0.06,0.35,medium,0
53,salaried,89832,22,2,graduate,urban,51297,15740,0.307,0,6726,3689,0.493,0.102,1,0,0,0.09,0.05,low,0
48,salaried,33720,13,1,high_school,metro,27664,12088,0.437,4,1488,348,0.124,0.47,1,0,0,0.0,0.05,low,0
50,self_employed,90164,7,1,high_school,urban,67471,45508,0.674,0,5768,3499,0.466,0.232,4,0,0,0.05,0.35,medium,1
29,salaried,129180,7,1,high_school,metro,106132,10095,0.095,0,7273,5709,0.53,0.324,0,0,0,0.02,0.05,low,0
25,salaried,34157,1,0,high_school,rural,19059,6890,0.362,1,1584,914,0.321,0.444,1,0,0,0.01,0.05,low,0
33,salaried,37844,14,1,post_graduate,urban,23851,3324,0.139,2,1514,722,0.229,0.52,0,0,0,0.05,0.05,low,0
35,self_employed,99591,2,5,high_school,urban,37397,3515,0.094,2,7037,3507,0.423,0.152,0,1,1,0.39,0.3,medium,0
45,salaried,68579,12,3,high_school,metro,23800,5124,0.215,3,3987,3428,0.6,0.302,1,0,0,0.04,0.05,low,0
18,salaried,78884,1,3,graduate,urban,41659,29921,0.718,3,5340,1933,0.294,0.188,0,0,0,0.07,0.05,low,0
50,salaried,70990,25,0,post_graduate,urban,26040,11385,0.437,3,3979,1487,0.251,0.327,2,0,0,0.05,0.35,medium,0
33,salaried,72791,10,1,high_school,urban,28635,8481,0.296,0,3093,1621,0.267,0.49,0,1,0,0.24,0.3,medium,1
30,salaried,30846,2,2,high_school,urban,31821,8251,0.259,1,1462,1720,0.669,0.431,0,0,0,0.03,0.4,medium,1
24,salaried,101079,6,1,graduate,urban,33860,17331,0.512,1,4976,2658,0.316,0.409,0,0,1,0.04,0.05,low,0
18,salaried,107451,1,2,graduate,rural,95958,38187,0.398,1,7937,914,0.102,0.114,0,0,0,0.03,0.05,low,0
43,salaried,53386,11,1,graduate,urban,29111,8564,0.294,1,1792,2531,0.569,0.597,0,0,0,0.06,0.05,low,0
